Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"Ogasawara, N., Kano, Y., Yoneyama, Y., Kobayashi, S., Watanabe, S., Kirino, S., Velez-Bravo, F. D., Hong, Y., Ostapiuk, A., Lutsik, P., Onishi, I., Yamauchi, S., Hiraguri, Y., Ito, G., Kinugasa, Y., Ohashi, K., Watanabe, M., Okamoto, R., Tejpar, S. and Yui, S.",iScience,Discovery of non-genomic drivers of YAP signaling modulating the cell plasticity in CRC tumor lines,2024,PMC10910304,38439969,https://www.ncbi.nlm.nih.gov/pubmed/38439969,4.6
"Opdam, M., van Rossum, A. G. J., Hoogstraat, M., Bounova, G., Horlings, H. M., van Werkhoven, E., Mandjes, I. A. M., van Leeuwen-Stok, A. E., Canisius, S., van Tinteren, H., Imholz, A. L. T., Portielje, J. E. A., Bos, Memm, Bakker, S., Wesseling, J., Kester, L., van Rheenen, J., Rutgers, E. J., de Menezes, R. X., Wessels, L. F. A., Kok, M., Oosterkamp, H. M., Linn, S. C. and Group, Matador trialists' group for the Dutch Breast Cancer Research",iScience,Predictive gene expression profile for adjuvant taxane benefit in breast cancer in the MATADOR trial,2024,PMC11357803,39206149,https://www.ncbi.nlm.nih.gov/pubmed/39206149,4.6
"Qiao, L., Xu, Z., Chen, Y., Chen, W., Liang, Y., Wei, Y., Wang, K., Yu, Y. and Yan, W.",Front Cell Dev Biol,Integrated analysis of single-cell and bulk RNA sequencing data reveals a cellular senescence-related signature in hepatocellular carcinoma,2024,PMC11180799,38887516,https://www.ncbi.nlm.nih.gov/pubmed/38887516,4.6
"Ramachandran, R., Ibragimova, S., Woods, L. M., AlHouqani, T., Gomez, R. L., Simeoni, F., Hachim, M. Y., Somervaille, T. C. P., Philpott, A., Carroll, J. S. and Ali, F. R.",iScience,Conserved role of FOXC1 in TNBC is parallel to FOXA1 in ER+ breast cancer,2024,PMC11338131,39171293,https://www.ncbi.nlm.nih.gov/pubmed/39171293,4.6
"Ramirez-Moral, I., Schuurman, A. R., van Linge, C. C. A., Butler, J. M., Yu, X., de Haan, K., van Leeuwen, S., de Vos, A. F., de Jong, M. D., Vieira Braga, F. A. and van der Poll, T.",iScience,Single-cell transcriptomics reveals subset-specific metabolic profiles underpinning the bronchial epithelial response to flagellin,2024,PMC11381847,39252969,https://www.ncbi.nlm.nih.gov/pubmed/39252969,4.6
"Rodriguez, E., Lindijer, D. V., van Vliet, S. J., Garcia Vallejo, J. J. and van Kooyk, Y.",iScience,The transcriptional landscape of glycosylation-related genes in cancer,2024,PMC10879703,38384845,https://www.ncbi.nlm.nih.gov/pubmed/38384845,4.6
"Sahoo, S., Ramu, S., Nair, M. G., Pillai, M., San Juan, B. P., Milioli, H. Z., Mandal, S., Naidu, C. M., Mavatkar, A. D., Subramaniam, H., Neogi, A. G., Chaffer, C. L., Prabhu, J. S., Somarelli, J. A. and Jolly, M. K.",iScience,Increased prevalence of hybrid epithelial/mesenchymal state and enhanced phenotypic heterogeneity in basal breast cancer,2024,PMC11225361,38974967,https://www.ncbi.nlm.nih.gov/pubmed/38974967,4.6
"Shan, M., Cheng, Q., Parris, A. B., Kong, L., Yang, X. and Shi, Y.",Front Cell Dev Biol,Metformin reduces basal subpopulation and attenuates mammary epithelial cell stemness in FVB/N mice,2024,PMC11269140,39055652,https://www.ncbi.nlm.nih.gov/pubmed/39055652,4.6
"Shao, T., Li, J., Su, M., Yang, C., Ma, Y., Lv, C., Wang, W., Xie, Y., Xu, G., Shi, C., Zhou, X., Fan, H., Li, Y. and Xu, J.",iScience,A machine learning model identifies M3-like subtype in AML based on PML/RARalpha targets,2024,PMC10844831,38322990,https://www.ncbi.nlm.nih.gov/pubmed/38322990,4.6
"Spildrejorde, M., Leithaug, M., Samara, A., Aass, H. C. D., Sharma, A., Acharya, G., Nordeng, H., Gervin, K. and Lyle, R.",Front Cell Dev Biol,Citalopram exposure of hESCs during neuronal differentiation identifies dysregulated genes involved in neurodevelopment and depression,2024,PMC11269147,39055655,https://www.ncbi.nlm.nih.gov/pubmed/39055655,4.6
"Tsui, K. H., Liu, C. L., Yeh, H. L., Liu, M. K., Li, C. H., Chen, W. H., Jiang, K. C., Li, H. R., Thuy Dung, P. V., Hsiao, M., Abou-Kheir, W. and Liu, Y. N.",iScience,WNT1-inducible signaling pathway protein 1 activation through C-X-C motif chemokine ligand 5/C-X-C chemokine receptor type 2/leukemia inhibitory factor/leukemia inhibitory factor receptor signaling promotes immunosuppression and neuroendocrine differentiation in prostate cancer,2024,PMC11338985,39175775,https://www.ncbi.nlm.nih.gov/pubmed/39175775,4.6
"Tzetzo, S. L., Kramer, E. D., Mohammadpour, H., Kim, M., Rosario, S. R., Yu, H., Dolan, M. R., Oturkar, C. C., Morreale, B. G., Bogner, P. N., Stablewski, A. B., Benavides, F. J., Brackett, C. M., Ebos, J. M. L., Das, G. M., Opyrchal, M., Nemeth, M. J., Evans, S. S. and Abrams, S. I.",iScience,Downregulation of IRF8 in alveolar macrophages by G-CSF promotes metastatic tumor progression,2024,PMC10901102,38420590,https://www.ncbi.nlm.nih.gov/pubmed/38420590,4.6
"Van Haver, S., Fan, Y., Bekaert, S. L., Everaert, C., Van Loocke, W., Zanzani, V., Deschildre, J., Maestre, I. F., Amaro, A., Vermeirssen, V., De Preter, K., Zhou, T., Kentsis, A., Studer, L., Speleman, F. and Roberts, S. S.",iScience,Human iPSC modeling recapitulates in vivo sympathoadrenal development and reveals an aberrant developmental subpopulation in familial neuroblastoma,2024,PMC10784699,38222111,https://www.ncbi.nlm.nih.gov/pubmed/38222111,4.6
"Villanueva-Canas, J. L., Fernandez-Fuentes, N., Saul, D., Kosinsky, R. L., Teyssier, C., Rogalska, M. E., Perez, F. P., Oliva, B., Notredame, C., Beato, M. and Sharma, P.",iScience,Evolutionary analysis reveals the role of a non-catalytic domain of peptidyl arginine deiminase 2 in transcriptional regulation,2024,PMC11016909,38623337,https://www.ncbi.nlm.nih.gov/pubmed/38623337,4.6
"Voltarelli, V. A., Amano, M. T., Tobias, G. C., Borges, G. S., Oliveira da Paixao, A., Pereira, M. G., Saraiva Camara, N. O., Caldeira, W., Ribeiro, A. F., Otterbein, L. E., Negrao, C. E., Turner, J. E., Brum, P. C. and Camargo, A. A.",iScience,Moderate-intensity aerobic exercise training improves CD8(+) tumor-infiltrating lymphocytes effector function by reducing mitochondrial loss,2024,PMC11217614,38957793,https://www.ncbi.nlm.nih.gov/pubmed/38957793,4.6
"Wang, B., Wang, K., Wu, D., Sahni, S., Jiang, P. and Ruppin, E.",iScience,Decoupling the correlation between cytotoxic and exhausted T lymphocyte states enhances melanoma immunotherapy response prediction,2024,PMC11145333,38832027,https://www.ncbi.nlm.nih.gov/pubmed/38832027,4.6
"Wang, Y., Tang, J., Liu, Y., Zhang, Z., Zhang, H., Ma, Y., Wang, X., Ai, S., Mao, Y., Zhang, P., Chen, S., Li, J., Gao, Y., Cheng, C., Li, C., Su, S. and Lu, R.",iScience,Targeting ALDOA to modulate tumorigenesis and energy metabolism in retinoblastoma,2024,PMC11388021,39262779,https://www.ncbi.nlm.nih.gov/pubmed/39262779,4.6
"Wu, Q., Fu, X., He, X., Liu, J., Li, Y. and Ou, C.",iScience,Experimental prognostic model integrating N6-methyladenosine-related programmed cell death genes in colorectal cancer,2024,PMC10829884,38299031,https://www.ncbi.nlm.nih.gov/pubmed/38299031,4.6
"Xie, X., Gou, F., Zheng, Z., Zhang, Y., Zhang, Y., Dong, F., Cheng, T. and Cheng, H.",iScience,Decoding human bone marrow hematopoietic stem and progenitor cells from fetal to birth,2024,PMC11300922,39108709,https://www.ncbi.nlm.nih.gov/pubmed/39108709,4.6
"Zhang, H., Ma, S., Wang, Y., Chen, X., Li, Y., Wang, M. and Xu, Y.",iScience,Development of an obesity-related multi-gene prognostic model incorporating clinical characteristics in luminal breast cancer,2024,PMC10879711,38384850,https://www.ncbi.nlm.nih.gov/pubmed/38384850,4.6
"Zook, H. N., Quijano, J. C., Ortiz, J. A., Donohue, C., Lopez, K., Li, W., Erdem, N., Jou, K., Crook, C. J., Garcia, I., Jr., Kandeel, F., Montero, E. and Ku, H. T.",iScience,Activation of ductal progenitor-like cells from adult human pancreas requires extracellular matrix protein signaling,2024,PMC10904999,38433896,https://www.ncbi.nlm.nih.gov/pubmed/38433896,4.6
"Akman, B., Bursali, A., Gurses, M., Suner, A., Karakulah, G., Mungan, U., Yorukoglu, K. and Erkek-Ozhan, S.",Cancer Sci,Nucleocytoplasmic beta-catenin expression contributes to neuroendocrine differentiation in muscle invasive bladder cancer,2024,,39004948,https://www.ncbi.nlm.nih.gov/pubmed/39004948,4.5
"Catalanotto, M., Vaz, J. M., Abshire, C., Youngblood, R., Chu, M., Levine, H., Jolly, M. K. and Dragoi, A. M.",Transl Oncol,Dual role of CASP8AP2/FLASH in regulating epithelial-to-mesenchymal transition plasticity (EMP),2024,PMC10689956,37984255,https://www.ncbi.nlm.nih.gov/pubmed/37984255,4.5
"Dong, Y., Chen, Z., Yang, F., Wei, J., Huang, J. and Long, X.",Transl Oncol,Prediction of immunotherapy responsiveness in melanoma through single-cell sequencing-based characterization of the tumor immune microenvironment,2024,PMC10907870,38417293,https://www.ncbi.nlm.nih.gov/pubmed/38417293,4.5
"Fujimori, H., Shima-Nakamura, M., Kanno, S. I., Shibuya-Takahashi, R., Mochizuki, M., Mizuma, M., Unno, M., Wakui, Y., Abue, M., Iwai, W., Fukushi, D., Satoh, K., Yamaguchi, K., Shindo, N., Yasuda, J. and Tamai, K.",Cancer Sci,FAXC interacts with ANXA2 and SRC in mitochondria and promotes tumorigenesis in cholangiocarcinoma,2024,PMC11145136,38480477,https://www.ncbi.nlm.nih.gov/pubmed/38480477,4.5
"Fujiwara, N., Tsunedomi, R., Kimura, Y., Nakajima, M., Tomochika, S., Enjoji, S., Ohama, T., Sato, K. and Nagano, H.",Cancer Sci,Protein phosphatase 6 promotes stemness of colorectal cancer cells,2024,,39014521,https://www.ncbi.nlm.nih.gov/pubmed/39014521,4.5
"Galbraith, N. J., Quinn, J. A., Al-Badran, S. S., Pennel, K. A. F., Hillson, L. V. S., Hatthakarnkul, P., McKenzie, M., Maka, N., Loi, L., Frixou, M., Steele, C. W., Roxburgh, C. S., Horgan, P. G., McMillan, D. C. and Edwards, J.",Transl Oncol,TAK1 expression is associated with increased PD-L1 and decreased cancer-specific survival in microsatellite-stable colorectal cancer,2024,PMC11338118,39068768,https://www.ncbi.nlm.nih.gov/pubmed/39068768,4.5
"Gancheva, M. R., Kremer, K., Breen, J., Arthur, A., Hamilton-Bruce, A., Thomas, P., Gronthos, S. and Koblar, S.",Stem Cell Rev Rep,Effect of Octamer-Binding Transcription Factor 4 Overexpression on the Neural Induction of Human Dental Pulp Stem Cells,2024,PMC10984899,38316679,https://www.ncbi.nlm.nih.gov/pubmed/38316679,4.5
"Gui, Z., Ye, Y., Li, Y., Ren, Z., Wei, N., Liu, L., Wang, H. and Zhang, M.",Transl Oncol,Construction of a novel cancer-associated fibroblast-related signature to predict clinical outcome and immune response in cervical cancer,2024,PMC11214323,38850798,https://www.ncbi.nlm.nih.gov/pubmed/38850798,4.5
"Gulec Taskiran, A. E., Karaoglu, D. A., Eylem, C. C., Ermis, C., Guderer, I., Nemutlu, E., Demirkol Canli, S. and Banerjee, S.",Transl Oncol,Glutamine withdrawal leads to the preferential activation of lipid metabolism in metastatic colorectal cancer,2024,PMC11362781,39111172,https://www.ncbi.nlm.nih.gov/pubmed/39111172,4.5
"Hana, T., Mukasa, A., Nomura, M., Nagae, G., Yamamoto, S., Tatsuno, K., Ueda, H., Fukuda, S., Umeda, T., Tanaka, S., Nejo, T., Kitagawa, Y., Yamazawa, E., Takahashi, S., Koike, T., Kushihara, Y., Takami, H., Takayanagi, S., Aburatani, H. and Saito, N.",Cancer Sci,Region-specific DNA hydroxymethylation along the malignant progression of IDH-mutant gliomas,2024,PMC11093199,38433527,https://www.ncbi.nlm.nih.gov/pubmed/38433527,4.5
"Hara, T., Meng, S., Motooka, D., Sato, H., Arao, Y., Tsuji, Y., Yabumoto, T., Doki, Y., Eguchi, H., Uchida, S. and Ishii, H.",Cancer Sci,"Fat and proteolysis due to methionine, tryptophan, and niacin deficiency leads to alterations in gut microbiota and immune modulation in inflammatory bowel disease",2024,PMC11247612,38679799,https://www.ncbi.nlm.nih.gov/pubmed/38679799,4.5
"Hara, T., Meng, S., Sato, H., Tatekawa, S., Sasaki, K., Takeda, Y., Tsuji, Y., Arao, Y., Ofusa, K., Kitagawa, T., Yamada, D., Takahashi, H., Kobayashi, S., Motooka, D., Suzuki, Y., Rennie, S., Uchida, S., Mori, M., Ogawa, K., Doki, Y., Eguchi, H. and Ishii, H.",Cancer Sci,High N6-methyladenosine-activated TCEAL8 mRNA is a novel pancreatic cancer marker,2024,PMC11247549,38659235,https://www.ncbi.nlm.nih.gov/pubmed/38659235,4.5
"Hasegawa, K., Fujimori, H., Nakatani, K., Takahashi, M., Izumi, Y., Bamba, T., Nakamura-Shima, M., Shibuya-Takahashi, R., Mochizuki, M., Wakui, Y., Abue, M., Iwai, W., Fukushi, D., Satoh, K., Yamaguchi, K., Shindo, N., Yasuda, J., Asano, N., Imai, T., Asada, Y., Katori, Y. and Tamai, K.",Cancer Sci,Delta-6 desaturase FADS2 is a tumor-promoting factor in cholangiocarcinoma,2024,,39113435,https://www.ncbi.nlm.nih.gov/pubmed/39113435,4.5
"He, Y., Ma, Y., Zhu, Y., Zhang, J., Zhao, S., Zhang, D., Xu, D., Li, Y., Tong, Z. and Zhao, W.",Int J Oncol,HDAC inhibitors target IRS4 to enhance anti_AR therapy in AR_positive triple_negative breast cancer,2024,PMC10807637,38214343,https://www.ncbi.nlm.nih.gov/pubmed/38214343,4.5
"Iperi, C., Fernandez-Ochoa, A., Pers, J. O., Barturen, G., Alarcon-Riquelme, M., Precisesads Flow Cytometry Study Group, Precisesads Clinical Consortium, Quirantes-Pine, R., Borras-Linares, I., Segura-Carretero, A., Cornec, D., Bordron, A. and Jamin, C.",Clin Immunol,Integration of multi-omics analysis reveals metabolic alterations of B lymphocytes in systemic lupus erythematosus,2024,,38735509,https://www.ncbi.nlm.nih.gov/pubmed/38735509,4.5
"Izutsu, K., Ubukawa, K., Morishita, T., Onishi, Y., Ishizawa, K., Fujii, Y., Kimura, N., Yokochi, M. and Naoe, T.",Cancer Sci,Glasdegib with intensive/nonintensive chemotherapy in Japanese patients with untreated acute myeloid leukemia or high-risk myelodysplastic syndromes,2024,PMC11006982,38327103,https://www.ncbi.nlm.nih.gov/pubmed/38327103,4.5
"Jiang, Z., Zhu, M., Zhang, L., Cui, H., Jiang, R. and Yang, Y.",Gynecol Oncol,Antitumor immunity and prognosis value elicited by FAT3 and LRP1B co-mutation in endometrial cancer,2024,,38696842,https://www.ncbi.nlm.nih.gov/pubmed/38696842,4.5
"Kang, H., Hwang, S., Kang, H., Jo, A., Lee, J. M., Choi, J. K., An, H. J. and Lee, H. O.",Cancer Sci,Altered tumor signature and T-cell profile after chemotherapy reveal new therapeutic opportunities in high-grade serous ovarian carcinoma,2024,PMC10921005,38226451,https://www.ncbi.nlm.nih.gov/pubmed/38226451,4.5
"Koh, Y. W., Hwang, Y., Lee, S. K., Han, J. H., Haam, S. and Lee, H. W.",Transl Oncol,The impact of CDCA5 expression on the immune microenvironment and its potential utility as a biomarker for PD-L1/PD-1 inhibitors in lung adenocarcinoma,2024,PMC11214526,38838437,https://www.ncbi.nlm.nih.gov/pubmed/38838437,4.5
"Li, X., Li, M., Hu, Z., Zhou, L., Zheng, M., Jiao, D., Qin, J., Fu, B., Zheng, X. and Wei, H.",Transl Oncol,Tumor-infiltrating platelets promote the growth of lung adenocarcinoma,2024,PMC10628888,38235621,https://www.ncbi.nlm.nih.gov/pubmed/38235621,4.5
"Liang, X., Wang, Z., Dai, Z., Liu, J., Zhang, H., Wen, J., Zhang, N., Zhang, J., Luo, P., Liu, Z., Liu, Z. and Cheng, Q.",Clin Immunol,Oxidative stress is involved in immunosuppression and macrophage regulation in glioblastoma,2024,,37866784,https://www.ncbi.nlm.nih.gov/pubmed/37866784,4.5
"Ma, W., Ge, Q., Guan, Y., Zhang, L., Huang, L., Chen, L., Xu, W., Meng, J., Yang, G. and Liang, C.",Transl Oncol,Integrated analysis of histone modification features in clear cell renal cancer for risk stratification and therapeutic prediction,2024,PMC11259817,38924847,https://www.ncbi.nlm.nih.gov/pubmed/38924847,4.5
"Matsuoka, T., Sugiyama, A., Miyawaki, Y., Hidaka, Y., Okuno, Y., Sakai, H., Tanaka, H., Yoshikawa, K., Fukui, T., Mizuno, K., Sumiyoshi, T., Goto, T., Inoue, T., Akamatsu, S., Kobayashi, T. and Nakamura, E.",Cancer Sci,Newly developed preclinical models reveal broad-spectrum CDK inhibitors as potent drugs for CRPC exhibiting primary resistance to enzalutamide,2024,PMC10823279,37923364,https://www.ncbi.nlm.nih.gov/pubmed/37923364,4.5
"Oshima, K., Siddiqui, N., Orfila, J. E., Carter, D., Laing, J., Han, X., Zakharevich, I., Iozzo, R. V., Ghasabyan, A., Moore, H., Zhang, F., Linhardt, R. J., Moore, E. E., Quillinan, N., Schmidt, E. P., Herson, P. S. and Hippensteel, J. A.",Matrix Biol,A role for decorin in improving motor deficits after traumatic brain injury,2024,PMC10922985,38135163,https://www.ncbi.nlm.nih.gov/pubmed/38135163,4.5
"Patterson, C., Hazime, K. S., Zelenay, S. and Davis, D. M.",Eur J Immunol,Prostaglandin E(2) impacts multiple stages of the natural killer cell antitumor immune response,2024,,38059519,https://www.ncbi.nlm.nih.gov/pubmed/38059519,4.5
"Peng, Q., Tao, J., Xu, Y., Shen, Y., Wang, Y., Jiao, Y., Mao, Y., Zhu, Y., Liu, Y. and Tian, Y.",Transl Oncol,Lipid metabolism-associated genes serve as potential predictive biomarkers in neoadjuvant chemoradiotherapy combined with immunotherapy in rectal cancer,2024,PMC10709626,38000147,https://www.ncbi.nlm.nih.gov/pubmed/38000147,4.5
"Rosemann, J., Pyko, J., Jacob, R., Macho, J., Kappler, M., Eckert, A. W., Haemmerle, M. and Gutschner, T.",Eur J Cell Biol,NANOS1 restricts oral cancer cell motility and TGF-ss signaling,2024,,38401491,https://www.ncbi.nlm.nih.gov/pubmed/38401491,4.5
"Sehgal, M., Ramu, S., Vaz, J. M., Ganapathy, Y. R., Muralidharan, S., Venkatraghavan, S. and Jolly, M. K.",Transl Oncol,Characterizing heterogeneity along EMT and metabolic axes in colorectal cancer reveals underlying consensus molecular subtype-specific trends,2024,PMC10698572,38029508,https://www.ncbi.nlm.nih.gov/pubmed/38029508,4.5
"Sharma, S., Rani, H., Mahesh, Y., Jolly, M. K., Dixit, J. and Mahadevan, V.",Transl Oncol,Loss of p53 epigenetically modulates epithelial to mesenchymal transition in colorectal cancer,2024,PMC10907866,38412660,https://www.ncbi.nlm.nih.gov/pubmed/38412660,4.5
"Snijesh, V. P., Nimbalkar, V. P., Patil, S., Rajarajan, S., Anupama, C. E., Mahalakshmi, S., Alexander, A., Soundharya, R., Ramesh, R., Srinath, B. S., Jolly, M. K. and Prabhu, J. S.",Transl Oncol,Differential role of glucocorticoid receptor based on its cell type specific expression on tumor cells and infiltrating lymphocytes,2024,PMC11039344,38643748,https://www.ncbi.nlm.nih.gov/pubmed/38643748,4.5
"Sun, H., Chang, Z., Li, H., Tang, Y., Liu, Y., Qiao, L., Feng, G., Huang, R., Han, D. and Yin, D. T.",Transl Oncol,Multi-omics analysis-based macrophage differentiation-associated papillary thyroid cancer patient classifier,2024,PMC10900934,38382228,https://www.ncbi.nlm.nih.gov/pubmed/38382228,4.5
"Takamizawa, S., Koyama, T., Sunami, K., Sudo, K., Hirata, M., Kubo, T., Tao, K., Cho, H., Narita, Y., Kato, K., Yamazaki, N., Ohe, Y., Okusaka, T., Matsui, Y., Ogawa, C., Yonemori, K. and Yamamoto, N.",Cancer Sci,Identification of barriers to implementation of precision oncology in patients with rare cancers,2024,PMC11145155,38538548,https://www.ncbi.nlm.nih.gov/pubmed/38538548,4.5
"Tang, M., Luo, W., Zhou, Y., Zhang, Z. and Jiang, Z.",Transl Oncol,Anoikis-related gene CDKN2A predicts prognosis and immune response and mediates proliferation and migration in thyroid carcinoma,2024,PMC10788268,38141377,https://www.ncbi.nlm.nih.gov/pubmed/38141377,4.5
"Tazhitdinova, R., Cristiano, S., Yi, J., Zhurov, V., DeKoter, R. P. and Timoshenko, A. V.",J Cell Physiol,Expression and secretion of galectin-12 in the context of neutrophilic differentiation of human promyeloblastic HL-60 cells,2024,,38685860,https://www.ncbi.nlm.nih.gov/pubmed/38685860,4.5
"Thompson, E. M., Kang, K. D., Stevenson, K., Zhang, H., Gromeier, M., Ashley, D., Brown, M. and Friedman, G. K.",Transl Oncol,Elucidating cellular response to treatment with viral immunotherapies in pediatric high-grade glioma and medulloblastoma,2024,PMC10809117,38183802,https://www.ncbi.nlm.nih.gov/pubmed/38183802,4.5
"Tokizaki, S., Podyma-Inoue, K. A., Matsumoto, T., Takahashi, K., Kobayashi, M., Ibi, H., Uchida, S., Iwabuchi, S., Harada, H., Hashimoto, S., Miyazono, K., Shirouzu, M. and Watabe, T.",Cancer Sci,Inhibition of transforming growth factor-beta signals suppresses tumor formation by regulation of tumor microenvironment networks,2024,PMC10823284,37972575,https://www.ncbi.nlm.nih.gov/pubmed/37972575,4.5
"Wang, W., Zhang, X., Li, Y., Shen, J., Li, Y., Xing, W., Bai, J., Shi, J. and Zhou, Y.",Stem Cell Rev Rep,Generation and Characterization of Induced Pluripotent Stem Cells Carrying An ASXL1 Mutation,2024,,38884929,https://www.ncbi.nlm.nih.gov/pubmed/38884929,4.5
"Yang, Q., Zhou, X., Fang, J., Lin, A., Zhang, H., Cheng, Q., Liu, Z., Luo, P. and Zhang, J.",Cancer Sci,Development and validation of a radiosensitivity model to evaluate radiotherapy benefits in pan-cancer,2024,PMC11145160,38571294,https://www.ncbi.nlm.nih.gov/pubmed/38571294,4.5
"Yeh, W. Z., Gresle, M., Lea, R., Taylor, B., Lucas, R. M., Ponsonby, A. L., Mason, D., Andrew, J., Campbell, H., Morahan, J., Sampangi, S., Campagna, M. P., Stankovich, J., Van der Walt, A., Jokubaitis, V. and Butzkueven, H.",Clin Immunol,The immune cell transcriptome is modulated by vitamin D(3) supplementation in people with a first demyelinating event participating in a randomized placebo-controlled trial,2024,,38479439,https://www.ncbi.nlm.nih.gov/pubmed/38479439,4.5
"Zhang, D., Zhao, F., Li, J., Guo, P., Liu, H., Lu, T., Li, S., Li, Z. and Li, Y.",Transl Oncol,Comprehensive single-cell transcriptomic profiling reveals molecular subtypes and prognostic biomarkers with implications for targeted therapy in esophageal squamous cell carcinoma,2024,PMC11004200,38582059,https://www.ncbi.nlm.nih.gov/pubmed/38582059,4.5
"Zhang, H., Han, K., Li, H., Zhang, J., Zhao, Y., Wu, Y., Wang, B., Ma, J. and Luan, X.",Inflammation,hPMSCs Regulate the Level of TNF-alpha and IL-10 in Th1 Cells and Improve Hepatic Injury in a GVHD Mouse Model via CD73/ADO/Fyn/Nrf2 Axis,2024,,37833615,https://www.ncbi.nlm.nih.gov/pubmed/37833615,4.5
"Zhang, Q., Ma, Y., Yan, Y., Zhang, L. and Zhang, Y.",Transl Oncol,CYB5R1 is a potential biomarker that correlates with stemness and drug resistance in gastric cancer,2024,PMC10587760,37844477,https://www.ncbi.nlm.nih.gov/pubmed/37844477,4.5
"Zhang, X., Liao, X., Wang, M., Liu, J., Han, J., An, D., Zheng, T., Wang, X., Cheng, H. and Liu, P.",Cancer Sci,Inhibition of palmitoyltransferase ZDHHC12 sensitizes ovarian cancer cells to cisplatin through ROS-mediated mechanisms,2024,PMC11007019,38287874,https://www.ncbi.nlm.nih.gov/pubmed/38287874,4.5
"Zhang, Y., Li, L., Chu, F., Wu, H., Xiao, X., Ye, J. and Li, K.",Cancer Sci,Itraconazole inhibits tumor growth via CEBPB-mediated glycolysis in colorectal cancer,2024,PMC11007002,38278779,https://www.ncbi.nlm.nih.gov/pubmed/38278779,4.5
"Zhang, Y. H., Liu, X. S., Gao, Y., Yuan, L. L., Huang, Z. M., Zhang, Y., Liu, Z. Y., Yang, Y., Liu, X. Y., Ke, C. B. and Pei, Z. J.",Lung Cancer,SFXN1 as a potential diagnostic and prognostic biomarker of LUAD is associated with (18)F-FDG metabolic parameters,2024,,38184958,https://www.ncbi.nlm.nih.gov/pubmed/38184958,4.5
"Zhao, Y., Ma, Y., Pei, J., Zhao, X., Jiang, Y. and Liu, Q.",Inflammation,Exploring Pyroptosis-related Signature Genes and Potential Drugs in Ulcerative Colitis by Transcriptome Data and Animal Experimental Validation,2024,,38656456,https://www.ncbi.nlm.nih.gov/pubmed/38656456,4.5
"Zou, Y., Guo, S., Liao, Y., Chen, W., Chen, Z., Chen, J., Wen, L. and Xie, X.",Transl Oncol,Ceramide metabolism-related prognostic signature and immunosuppressive function of ST3GAL1 in osteosarcoma,2024,PMC10698579,38029509,https://www.ncbi.nlm.nih.gov/pubmed/38029509,4.5
"Allen, K. N., Torres-Velarde, J. M., Vazquez, J. M., Moreno-Santillan, D. D., Sudmant, P. H. and Vazquez-Medina, J. P.",BMC Biol,Hypoxia exposure blunts angiogenic signaling and upregulates the antioxidant system in endothelial cells derived from elephant seals,2024,PMC11040891,38654271,https://www.ncbi.nlm.nih.gov/pubmed/38654271,4.4
"Chen, L., Chen, S., Li, Y., Qiu, Y., Chen, X., Wu, Y., Deng, X., Chen, M., Wang, C., Hong, Z. and Qiu, C.",Front Pharmacol,Upregulation of GOLPH3 mediated by Bisphenol a promotes colorectal cancer proliferation and migration: evidence based on integrated analysis,2024,PMC11143881,38828452,https://www.ncbi.nlm.nih.gov/pubmed/38828452,4.4
"Deng, C., Li, H. D., Zhang, L. S., Liu, Y., Li, Y. and Wang, J.",Bioinformatics,Identifying new cancer genes based on the integration of annotated gene sets via hypergraph neural networks,2024,PMC11211849,38940121,https://www.ncbi.nlm.nih.gov/pubmed/38940121,4.4
"Du, X., Qi, Z., Jiao, Y., Wu, W., Huang, Q., Sun, X. and Hu, S.",Cell Signal,HK2 promotes migration and invasion of intrahepatic cholangiocarcinoma via enhancing cancer stem-like cells' resistance to anoikis,2024,,38453126,https://www.ncbi.nlm.nih.gov/pubmed/38453126,4.4
"Ebott, J., McAdams, J., Kim, C., Jansen, C., Woodman, M., De La Cruz, P., Schrol, C., Ribeiro, J. and James, N.",Front Pharmacol,Enhanced amphiregulin exposure promotes modulation of the high grade serous ovarian cancer tumor immune microenvironment,2024,PMC11144882,38831884,https://www.ncbi.nlm.nih.gov/pubmed/38831884,4.4
"Fan, G., Wu, D., Chen, H., Wen, Z., Liao, L., He, S. and Yang, J.",Environ Toxicol,Genes associated with N6-methyladenosine regulators provide insight into the prognosis and immune response to renal clear cell carcinoma,2024,,37555770,https://www.ncbi.nlm.nih.gov/pubmed/37555770,4.4
"Garcia, P., Wang, Y., Viallet, J., Mehdi, N. E. H., Montaut, E., Decaens, T., Emadali, A. and Macek Jilkova, Z.",FASEB J,Liver cancer in ovo models for preclinical testing,2024,,39215630,https://www.ncbi.nlm.nih.gov/pubmed/39215630,4.4
"Giansanti, V., Giannese, F., Botrugno, O. A., Gandolfi, G., Balestrieri, C., Antoniotti, M., Tonon, G. and Cittaro, D.",Bioinformatics,Scalable integration of multiomic single-cell data using generative adversarial networks,2024,,38696763,https://www.ncbi.nlm.nih.gov/pubmed/38696763,4.4
"Gygi, J. P., Konstorum, A., Pawar, S., Aron, E., Kleinstein, S. H. and Guan, L.",Bioinformatics,A supervised Bayesian factor model for the identification of multi-omics signatures,2024,PMC11078774,38603606,https://www.ncbi.nlm.nih.gov/pubmed/38603606,4.4
